ÁöÁ¡,ÀÏ½Ã,Ç³Çâ(deg),Ç³¼Ó(KT),¼ø°£Ç³¼Ó(KT),½ÃÁ¤(m),ÀÏ±âÇö»ó,Àü¿î·®(1/8),1Ãþ ¿î·®(1/8),2Ãþ ¿î·®(1/8),3Ãþ ¿î·®(1/8),4Ãþ ¿î·®(1/8),1Ãþ ¿îÇü,2Ãþ ¿îÇü,3Ãþ ¿îÇü,4Ãþ ¿îÇü,1Ãþ ¿î°í(FT),2Ãþ ¿î°í(FT),3Ãþ ¿î°í(FT),4Ãþ ¿î°í(FT),±â¿Â(¡ÆC),ÀÌ½½Á¡¿Âµµ(¡ÆC),ÇØ¸é±â¾Ð(hPa),ÇöÁö±â¾Ð(hPa),°­¼ö·®(mm)
182,2019-02-24 02:00,130,7,,10000,,6,6,,,,0,,,,20000,,,,9.8,2,1024.2,1020.9,
182,2019-02-24 03:00,130,6,,10000,,6,6,,,,0,,,,20000,,,,9.3,1.6,1024,1020.7,
182,2019-02-24 04:00,130,8,,10000,,3,3,,,,0,,,,20000,,,,9.6,1.5,1024.1,1020.8,
182,2019-02-24 05:00,150,7,,10000,,1,1,,,,0,,,,20000,,,,8.6,1.4,1023.9,1020.6,
182,2019-02-24 06:00,130,7,,10000,,3,1,3,,,6,0,,,4000,20000,,,8.7,2,1024,1020.7,
182,2019-02-24 07:00,120,8,,10000,,2,2,,,,6,,,,4000,,,,8.9,2.6,1024.5,1021.2,
182,2019-02-24 08:00,130,9,,10000,,2,2,,,,6,,,,4000,,,,9.6,3.7,1024.7,1021.4,
182,2019-02-24 09:00,110,9,,10000,,1,1,,,,6,,,,4000,,,,11.1,4,1024.9,1021.6,
182,2019-02-24 10:00,90,13,,10000,,1,1,,,,6,,,,4000,,,,12.7,3.3,1024.2,1020.9,
182,2019-02-24 11:00,70,11,,10000,,1,1,,,,6,,,,4000,,,,13.2,4.1,1023.6,1020.4,
182,2019-02-24 12:00,50,11,,10000,,0,,,,,,,,,,,,,13.3,3.2,1023.4,1020.2,
182,2019-02-24 13:00,50,9,,10000,,0,,,,,,,,,,,,,13.1,2.8,1022.7,1019.5,
182,2019-02-24 14:00,40,8,,10000,,0,,,,,,,,,,,,,13,2.1,1022,1018.8,
182,2019-02-24 15:00,50,7,,10000,,0,,,,,,,,,,,,,12.8,2.4,1021.6,1018.4,
182,2019-02-24 16:00,20,5,,10000,,0,,,,,,,,,,,,,12.8,.7,1021.8,1018.6,
182,2019-02-24 17:00,330,5,,10000,,0,,,,,,,,,,,,,12.8,-1.6,1021.8,1018.6,
182,2019-02-24 18:00,350,5,,10000,,0,,,,,,,,,,,,,12,-.8,1022.1,1018.8,
182,2019-02-24 19:00,360,5,,10000,,0,,,,,,,,,,,,,11.2,.5,1021.9,1018.6,
182,2019-02-24 20:00,200,3,,10000,,2,2,,,,0,,,,20000,,,,9.9,.9,1022.4,1019.1,
182,2019-02-24 21:00,210,3,,10000,,4,2,4,,,6,0,,,3000,20000,,,9.8,1.6,1022.7,1019.4,
182,2019-02-24 22:00,210,1,,10000,,4,2,4,,,6,0,,,3500,20000,,,9.2,2.2,1022.3,1019,
182,2019-02-24 23:00,350,6,,10000,,3,1,3,,,6,0,,,3500,20000,,,10.2,3.6,1022.1,1018.8,
182,2019-02-25 00:00,200,5,,10000,,3,1,3,,,6,0,,,3500,20000,,,6.9,1.9,1022,1018.7,
182,2019-02-25 01:00,180,6,,10000,,4,4,,,,0,,,,20000,,,,7.3,2.9,1021.7,1018.4,
182,2019-02-25 02:00,180,7,,10000,,4,4,,,,0,,,,18000,,,,6.6,2.1,1022.1,1018.8,
182,2019-02-25 03:00,180,6,,10000,,5,5,,,,0,,,,20000,,,,7.7,1.2,1021.5,1018.2,
182,2019-02-25 04:00,190,5,,10000,,6,4,6,,,6,0,,,3500,18000,,,7,1,1021.5,1018.2,
182,2019-02-25 05:00,210,4,,10000,,6,4,6,,,6,0,,,3500,18000,,,7.4,2.2,1021.6,1018.3,
182,2019-02-25 06:00,210,4,,10000,,2,2,,,,6,,,,2500,,,,6.9,2.3,1021.7,1018.4,
182,2019-02-25 07:00,210,5,,10000,,1,1,,,,6,,,,4000,,,,5.9,2.5,1021.8,1018.5,
182,2019-02-25 08:00,240,3,,10000,,6,2,6,,,6,0,,,4000,18000,,,6.8,3.8,1022.8,1019.5,
182,2019-02-25 09:00,330,5,,10000,,5,5,,,,0,,,,20000,,,,8.6,.4,1022.9,1019.6,
182,2019-02-25 10:00,330,3,,10000,,3,3,,,,0,,,,20000,,,,9.3,0,1023.3,1020,
182,2019-02-25 11:00,320,4,,10000,,1,1,,,,0,,,,20000,,,,9.6,.7,1022.6,1019.3,
182,2019-02-25 12:00,320,3,,10000,,0,,,,,,,,,,,,,9.9,-1.3,1022.8,1019.5,
182,2019-02-25 13:00,300,4,,10000,,0,,,,,,,,,,,,,10.1,0,1021.9,1018.6,
182,2019-02-25 14:00,300,4,,10000,,0,,,,,,,,,,,,,10,1.7,1021.4,1018.1,
182,2019-02-25 15:00,310,3,,7000,5,2,2,,,,0,,,,20000,,,,11,.5,1020.6,1017.3,
182,2019-02-25 16:00,280,6,,6000,5,5,5,,,,0,,,,20000,,,,10.4,3,1021.1,1017.8,
182,2019-02-25 17:00,300,6,,6000,5,6,6,,,,0,,,,20000,,,,9.7,4.1,1021.6,1018.3,
182,2019-02-25 18:00,310,6,,5000,5,6,6,,,,0,,,,20000,,,,9.1,4.4,1022.2,1018.9,
182,2019-02-25 19:00,310,6,,5000,5,7,7,,,,0,,,,20000,,,,9,2.7,1022.4,1019.1,
182,2019-02-25 20:00,320,6,,5000,5,6,6,,,,0,,,,20000,,,,8.8,3.1,1023.1,1019.8,
182,2019-02-25 21:00,300,5,,5000,5,6,6,,,,0,,,,20000,,,,8.5,.7,1023.9,1020.6,
182,2019-02-25 22:00,280,5,,6000,5,6,6,,,,0,,,,20000,,,,7.7,1.6,1023.9,1020.6,
182,2019-02-25 23:00,320,4,,6000,5,4,4,,,,0,,,,20000,,,,7.2,.1,1024,1020.7,
182,2019-02-26 00:00,210,4,,10000,,4,4,,,,0,,,,20000,,,,5,-.7,1023.8,1020.5,
182,2019-02-26 01:00,220,6,,10000,,2,2,,,,0,,,,20000,,,,3.7,-.9,1023.5,1020.2,
182,2019-02-26 02:00,210,5,,10000,,2,2,,,,0,,,,20000,,,,4.5,-1.2,1024.1,1020.8,
182,2019-02-26 03:00,200,3,,10000,,2,2,,,,0,,,,20000,,,,3.5,-1.8,1024.1,1020.8,
182,2019-02-26 04:00,190,4,,10000,,2,2,,,,0,,,,20000,,,,4.1,-1.5,1023.9,1020.6,
182,2019-02-26 05:00,150,4,,10000,,3,3,,,,0,,,,20000,,,,4.3,-1.6,1023.9,1020.6,
182,2019-02-26 06:00,90,4,,10000,,4,4,,,,0,,,,20000,,,,5.6,-1,1024.2,1020.9,
182,2019-02-26 07:00,90,5,,10000,,6,6,,,,0,,,,20000,,,,4.8,-1.8,1024.5,1021.2,
182,2019-02-26 08:00,10,4,,10000,,5,5,,,,0,,,,20000,,,,6.4,-1.2,1025.3,1022,
182,2019-02-26 09:00,20,5,,10000,,2,2,,,,0,,,,20000,,,,7.3,-.6,1025.9,1022.6,
182,2019-02-26 10:00,350,5,,10000,,0,,,,,,,,,,,,,8.2,-1.6,1026.8,1023.5,
182,2019-02-26 11:00,360,5,,10000,,0,,,,,,,,,,,,,8.8,-1.4,1026.2,1022.9,
182,2019-02-26 12:00,360,6,,10000,,0,,,,,,,,,,,,,8.9,-2.1,1025.6,1022.3,
182,2019-02-26 13:00,10,4,,10000,,1,1,,,,0,,,,20000,,,,9.3,-.6,1024.3,1021,
182,2019-02-26 14:00,20,5,,10000,,1,1,,,,0,,,,20000,,,,9.9,-1.7,1023.1,1019.8,
182,2019-02-26 15:00,10,4,,10000,,2,2,,,,0,,,,20000,,,,10.5,-.4,1022.9,1019.6,
182,2019-02-26 16:00,360,5,,10000,,1,1,,,,0,,,,20000,,,,10.4,-1.5,1022.2,1018.9,
182,2019-02-26 17:00,30,4,,10000,,2,2,,,,0,,,,20000,,,,10.2,-.9,1021.6,1018.3,
182,2019-02-26 18:00,40,3,,10000,,6,6,,,,0,,,,23000,,,,9.7,-.3,1022,1018.7,
182,2019-02-26 19:00,340,2,,10000,,6,6,,,,0,,,,23000,,,,9.1,-.1,1022.2,1018.9,
182,2019-02-26 20:00,140,2,,10000,,6,6,,,,0,,,,23000,,,,9,.4,1022,1018.7,
182,2019-02-26 21:00,110,5,,10000,,6,6,,,,0,,,,23000,,,,9.1,.5,1021.6,1018.3,
182,2019-02-26 22:00,190,4,,10000,,6,6,,,,0,,,,20000,,,,8.3,.3,1022.3,1019,
182,2019-02-26 23:00,140,3,,10000,,7,1,7,,,6,3,,,4000,13000,,,8.8,1.2,1023.1,1019.8,
182,2019-02-27 00:00,270,2,,10000,,8,1,8,,,6,4,,,4000,12000,,,8.8,1.5,1023.2,1019.9,
182,2019-02-27 01:00,210,5,,10000,,8,1,8,,,6,4,,,4000,12000,,,8.3,2.2,1023.8,1020.5,
182,2019-02-27 02:00,130,5,,10000,,8,1,8,,,6,4,,,4000,12000,,,8.7,2.4,1022.4,1019.1,
182,2019-02-27 03:00,160,3,,10000,,8,1,8,,,6,4,,,4000,12000,,,9.1,2.6,1022.8,1019.5,
182,2019-02-27 04:00,150,3,,10000,,8,1,8,,,6,4,,,4000,12000,,,8.5,2.7,1022.7,1019.4,
182,2019-02-27 05:00,110,2,,10000,,8,1,8,,,6,4,,,4000,12000,,,8.7,2.9,1022.1,1018.8,
182,2019-02-27 06:00,120,4,,10000,,8,2,8,,,6,4,,,4000,12000,,,9,3.6,1022.2,1018.9,
182,2019-02-27 07:00,150,6,,10000,,8,2,8,,,6,4,,,4000,11000,,,9.4,3.6,1022.4,1019.1,
182,2019-02-27 08:00,120,5,,10000,,8,3,8,,,6,4,,,4000,10000,,,10,3.7,1022.4,1019.1,
182,2019-02-27 09:00,120,6,,10000,,8,3,8,,,6,4,,,3000,10000,,,11,4.8,1022.3,1019,
182,2019-02-27 10:00,100,9,,8000,60,8,2,5,8,,7,6,4,,1000,3000,10000,,11.2,7.8,1021.6,1018.3,0
182,2019-02-27 11:00,100,12,,8000,10,8,5,8,,,6,4,,,3000,10000,,,11.3,8.1,1021.2,1017.9,0
182,2019-02-27 12:00,90,12,,8000,10,8,4,8,,,6,4,,,3000,10000,,,11.5,7.9,1020.9,1017.6,
182,2019-02-27 13:00,100,13,,8000,10,8,4,8,,,6,4,,,3000,10000,,,11.4,8.2,1019.8,1016.5,
182,2019-02-27 14:00,100,11,,7000,10,8,5,8,,,6,4,,,4000,10000,,,11.5,8.3,1019.1,1015.9,
182,2019-02-27 15:00,100,8,,7000,10,8,2,5,8,,7,6,4,,1500,3500,10000,,11.7,8.2,1018.6,1015.4,
182,2019-02-27 16:00,90,7,,6000,61,8,2,5,8,,7,6,4,,1000,3500,8000,,10.7,9,1018.2,1014.9,.5
182,2019-02-27 17:00,90,13,,5000,61,8,2,5,8,,7,6,4,,1000,3000,8000,,10.7,8.9,1017.8,1014.5,.5
182,2019-02-27 18:00,120,7,,7000,60,8,2,5,8,,7,6,4,,1000,3000,8000,,10.6,8,1018.1,1014.8,0
182,2019-02-27 19:00,90,8,,7000,61,8,2,5,8,,7,6,5,,1000,3000,8000,,10.4,8.5,1018.6,1015.3,.5
182,2019-02-27 20:00,90,10,,10000,61,8,2,5,8,,7,6,5,,1000,3000,8000,,10.7,7.8,1018,1014.7,0
182,2019-02-27 21:00,70,12,,10000,61,8,1,5,8,,7,6,5,,1500,2500,8000,,10.9,6.6,1017.8,1014.5,.5
182,2019-02-27 22:00,120,6,,8000,61,8,1,5,8,,7,6,5,,1500,2500,8000,,10.3,7.6,1018.4,1015.1,.5
182,2019-02-27 23:00,50,9,,9000,61,8,1,5,8,,7,6,5,,1200,3000,8000,,10.8,8.6,1018.3,1015,.5
182,2019-02-28 00:00,60,8,,10000,61,8,1,5,8,,7,6,5,,1200,3000,8000,,10.5,8.2,1018.1,1014.8,.5
182,2019-02-28 01:00,30,8,,10000,61,8,1,5,8,,7,6,5,,1200,3000,9000,,10.5,7.3,1018.3,1015,.5
182,2019-02-28 02:00,20,8,,9000,60,8,1,5,8,,7,6,4,,1200,3000,9000,,10.4,7.4,1018.3,1015,0
182,2019-02-28 03:00,20,9,,10000,21,8,5,8,,,6,4,,,4000,10000,,,10.4,6,1018.1,1014.8,0
182,2019-02-28 04:00,20,9,,6000,10,8,5,8,,,6,4,,,4000,10000,,,10.1,6.2,1017.9,1014.6,
182,2019-02-28 05:00,20,7,,6000,10,8,5,8,,,6,4,,,4000,10000,,,10,6.2,1017.8,1014.5,
182,2019-02-28 06:00,30,7,,9000,10,8,5,8,,,6,4,,,4000,10000,,,9.9,5.6,1018.1,1014.8,
182,2019-02-28 07:00,20,7,,10000,,8,5,8,,,6,4,,,4000,10000,,,9.9,4,1018.8,1015.5,
182,2019-02-28 08:00,20,5,,10000,,8,5,8,,,6,4,,,4000,10000,,,9.4,4.6,1019.4,1016.1,
182,2019-02-28 09:00,10,6,,10000,,8,5,8,,,6,4,,,4000,10000,,,9.4,4,1019.9,1016.6,
182,2019-02-28 10:00,30,5,,10000,,7,4,7,,,6,3,,,4000,10000,,,9.8,3,1019.6,1016.3,
182,2019-02-28 11:00,30,5,,10000,,7,4,7,,,6,3,,,4000,10000,,,10.5,3.4,1019.2,1015.9,
182,2019-02-28 12:00,20,4,,10000,,6,3,6,,,6,3,,,4000,12000,,,11,2.3,1018.8,1015.5,
182,2019-02-28 13:00,360,3,,10000,,4,2,4,,,3,0,,,8000,18000,,,10.8,2.1,1018.3,1015,
182,2019-02-28 14:00,340,7,,10000,,5,2,5,,,3,0,,,8000,18000,,,11.7,1,1018.2,1015,
182,2019-02-28 15:00,330,7,,10000,,5,2,5,,,3,0,,,8000,18000,,,11.2,1,1018.4,1015.2,
182,2019-02-28 16:00,340,7,,10000,,4,4,,,,0,,,,18000,,,,11.3,2.2,1018.9,1015.7,
182,2019-02-28 17:00,330,8,,10000,,4,4,,,,0,,,,18000,,,,10.7,2.3,1019.3,1016,
182,2019-02-28 18:00,340,7,,3500,5,4,2,4,,,7,0,,,1000,18000,,,10.1,3.7,1019.5,1016.2,
182,2019-02-28 19:00,340,8,,2700,5,4,2,4,,,7,6,,,1000,2500,,,9.5,3.6,1020.4,1017.1,
182,2019-02-28 20:00,340,4,,2000,5,4,2,4,,,7,6,,,1000,2500,,,9.2,2.6,1021.1,1017.8,
182,2019-02-28 21:00,220,3,,2000,5,3,2,3,,,7,6,,,1000,2500,,,8.2,2.6,1021.1,1017.8,
182,2019-02-28 22:00,200,4,,2000,5,4,4,,,,6,,,,3000,,,,8,2.7,1020.8,1017.5,
182,2019-02-28 23:00,210,4,,2000,5,3,3,,,,6,,,,2500,,,,6.4,2.3,1021.3,1018,
182,2019-03-01 00:00,210,6,,2000,10,3,3,,,,6,,,,2500,,,,5.5,2.1,1021.5,1018.2,
182,2019-03-01 01:00,220,6,,2000,10,2,2,,,,6,,,,2500,,,,5,1.7,1022.1,1018.8,
182,2019-03-01 02:00,220,4,,2000,10,2,2,,,,6,,,,2500,,,,4.9,1.2,1022,1018.7,
182,2019-03-01 03:00,220,5,,2000,10,2,2,,,,6,,,,2500,,,,4.9,1.3,1022.5,1019.2,
182,2019-03-01 04:00,220,4,,2000,10,2,2,,,,6,,,,2500,,,,5.5,2.2,1022.4,1019.1,
182,2019-03-01 05:00,210,3,,2000,10,2,2,,,,6,,,,2000,,,,5.7,2.9,1022.6,1019.3,
182,2019-03-01 06:00,190,2,,2000,10,2,2,,,,6,,,,2000,,,,5.3,2.4,1022.8,1019.5,
182,2019-03-01 07:00,100,3,,2000,10,7,2,7,,,6,0,,,2500,20000,,,5.7,1.8,1022.5,1019.2,
182,2019-03-01 08:00,180,3,,2500,5,5,2,5,,,6,0,,,2500,20000,,,6.7,1.6,1023.5,1020.2,
182,2019-03-01 09:00,190,2,,3500,5,6,2,6,,,6,0,,,2500,18000,,,8.3,1.3,1024.4,1021.1,
182,2019-03-01 10:00,330,3,,4500,5,1,1,,,,6,,,,2500,,,,9,2.2,1024.1,1020.8,
182,2019-03-01 11:00,350,4,,5000,5,0,,,,,,,,,,,,,9.6,.6,1023.7,1020.4,
182,2019-03-01 12:00,360,4,,6000,5,0,,,,,,,,,,,,,10.2,1.3,1023.1,1019.8,
182,2019-03-01 13:00,330,6,,6000,5,0,,,,,,,,,,,,,9.9,1.1,1022.5,1019.2,
182,2019-03-01 14:00,320,5,,7000,5,4,4,,,,0,,,,20000,,,,10.2,.1,1022.2,1018.9,
182,2019-03-01 15:00,320,6,,8000,5,6,6,,,,0,,,,20000,,,,10.4,-2,1022.1,1018.8,
182,2019-03-01 16:00,300,5,,9000,5,7,7,,,,0,,,,20000,,,,10.5,-1.9,1022.5,1019.2,
182,2019-03-01 17:00,310,5,,8000,5,7,7,,,,0,,,,20000,,,,10.2,.6,1022.2,1018.9,
182,2019-03-01 18:00,280,4,,6000,5,7,7,,,,0,,,,20000,,,,9.4,1.2,1022.1,1018.8,
182,2019-03-01 19:00,340,4,,6000,5,7,7,,,,0,,,,20000,,,,9.6,-.6,1021.9,1018.6,
182,2019-03-01 20:00,350,4,,5000,5,0,,,,,,,,,,,,,9.6,.6,1023.7,1020.4,
182,2019-03-01 21:00,340,3,,5000,5,5,5,,,,0,,,,20000,,,,9.2,-1.8,1022.1,1018.8,
182,2019-03-01 22:00,350,3,,7000,5,6,6,,,,0,,,,20000,,,,9.1,-1.5,1021.9,1018.6,
182,2019-03-01 23:00,360,3,,7000,5,7,3,7,,,3,0,,,12000,18000,,,9,-.6,1022.1,1018.8,
182,2019-03-02 00:00,10,4,,6000,5,7,3,7,,,3,0,,,12000,18000,,,8.4,.5,1021.5,1018.2,
182,2019-03-02 01:00,200,3,,6000,5,7,3,7,,,3,0,,,12000,18000,,,5.6,.2,1021.4,1018.1,
182,2019-03-02 02:00,180,3,,6000,5,7,3,7,,,3,0,,,12000,18000,,,6.2,.7,1021,1017.7,
182,2019-03-02 03:00,160,4,,5000,5,7,7,,,,3,,,,12000,,,,7.5,1.7,1020.3,1017,
182,2019-03-02 04:00,150,3,,5000,5,7,7,,,,3,,,,12000,,,,7.7,2.4,1019.6,1016.3,
182,2019-03-02 05:00,160,4,,4500,5,8,8,,,,4,,,,11000,,,,7.7,2.6,1019.5,1016.2,
182,2019-03-02 06:00,100,5,,4500,5,8,8,,,,4,,,,11000,,,,7.7,3,1019.1,1015.8,
182,2019-03-02 07:00,110,6,,6000,5,8,8,,,,4,,,,11000,,,,8.1,.8,1018.6,1015.3,
182,2019-03-02 08:00,100,6,,5000,5,8,2,8,,,6,4,,,4000,11000,,,9.3,3.2,1018.6,1015.3,
182,2019-03-02 09:00,90,9,,5000,5,8,2,8,,,6,4,,,4000,11000,,,10.3,3.8,1019.2,1015.9,
182,2019-03-02 10:00,110,9,,5000,5,8,2,8,,,6,4,,,3000,11000,,,11.5,5.1,1018.9,1015.7,
182,2019-03-02 11:00,80,9,,5000,5,8,4,8,,,6,4,,,3000,11000,,,12,7.1,1019,1015.8,
182,2019-03-02 12:00,70,11,,5000,5,8,4,8,,,6,4,,,2500,11000,,,12.3,7.6,1017.9,1014.7,
182,2019-03-02 13:00,60,9,,5000,10,8,4,8,,,6,4,,,2500,11000,,,12.8,8.9,1016.8,1013.6,
182,2019-03-02 14:00,80,11,,6000,5,8,3,8,,,6,4,,,3000,11000,,,13.9,6.7,1015.5,1012.3,
182,2019-03-02 15:00,100,13,,8000,5,8,4,8,,,6,4,,,3000,10000,,,14.2,4.9,1015.2,1012,
182,2019-03-02 16:00,110,13,,9000,5,8,4,8,,,6,4,,,3000,10000,,,13.3,5,1015.6,1012.4,
182,2019-03-02 17:00,120,10,,8000,61,8,5,8,,,6,4,,,3000,10000,,,12,6.2,1015.9,1012.7,0
182,2019-03-02 18:00,100,9,,8000,61,8,5,8,,,6,4,,,3000,10000,,,11.1,6.4,1016.1,1012.9,0
182,2019-03-02 19:00,90,8,,10000,60,8,5,8,,,6,4,,,3000,10000,,,10.9,6.6,1016.2,1013,0
182,2019-03-02 20:00,110,9,,10000,60,8,5,8,,,6,4,,,3000,10000,,,10.8,5.8,1016.4,1013.2,0
182,2019-03-02 21:00,110,12,,10000,61,8,5,8,,,6,4,,,3000,8000,,,11.1,6.1,1015.9,1012.7,0
182,2019-03-02 22:00,130,11,,10000,21,8,5,8,,,6,4,,,3000,8000,,,11.2,6.5,1015.8,1012.6,0
182,2019-03-02 23:00,110,10,,10000,61,8,5,8,,,6,4,,,3000,8000,,,11.5,5.8,1015.1,1011.9,0
182,2019-03-03 00:00,110,10,,10000,61,8,5,8,,,6,4,,,3000,8000,,,11.5,5.8,1015,1011.8,0
182,2019-03-03 01:00,110,8,,10000,61,8,5,8,,,6,4,,,3000,8000,,,11.4,5.8,1014.9,1011.7,0
182,2019-03-03 02:00,110,7,,10000,61,8,5,8,,,6,4,,,3000,8000,,,11.3,5.6,1014.7,1011.5,0
182,2019-03-03 03:00,100,6,,10000,61,8,5,8,,,6,4,,,3000,8000,,,10.8,6,1014.4,1011.2,0
182,2019-03-03 04:00,70,15,,10000,61,8,5,8,,,6,4,,,3000,8000,,,11.1,5.6,1013.7,1010.5,0
182,2019-03-03 05:00,80,14,,10000,21,8,5,8,,,6,4,,,3500,10000,,,10.8,5.2,1013.5,1010.3,0
182,2019-03-03 06:00,90,13,,10000,,8,5,8,,,6,4,,,4000,10000,,,11.1,3.3,1013.2,1010,
182,2019-03-03 07:00,120,8,,10000,,8,5,8,,,6,4,,,4000,10000,,,10.6,4.3,1013.2,1010,
182,2019-03-03 08:00,100,9,,10000,,8,5,8,,,6,4,,,4000,10000,,,10.8,4.7,1013.3,1010.1,
182,2019-03-03 09:00,110,9,,10000,,8,5,8,,,6,4,,,4000,10000,,,11.3,6.1,1013.5,1010.3,
182,2019-03-03 10:00,100,10,,10000,,7,5,7,,,6,4,,,4000,12000,,,12.1,6.5,1013.1,1009.9,
182,2019-03-03 11:00,70,14,,10000,,8,5,8,,,6,4,,,3500,10000,,,12.6,7.4,1012.4,1009.2,
182,2019-03-03 12:00,80,15,,10000,,8,5,8,,,6,4,,,4000,10000,,,12.7,7.4,1011.5,1008.3,
182,2019-03-03 13:00,70,12,,10000,,8,5,8,,,6,4,,,4000,10000,,,12.7,7.9,1011.2,1008,
182,2019-03-03 14:00,80,13,,10000,,8,5,8,,,6,4,,,3000,10000,,,12.1,7.4,1010.1,1006.9,
182,2019-03-03 15:00,90,11,,10000,,8,5,8,,,6,4,,,3000,10000,,,12.3,7.5,1010.1,1006.9,
182,2019-03-03 16:00,110,9,,10000,,8,5,8,,,6,4,,,2500,10000,,,12.3,7.6,1009.6,1006.4,
182,2019-03-03 17:00,110,5,,8000,61,8,5,8,,,6,4,,,2500,8000,,,12,8.5,1009.7,1006.5,0
182,2019-03-03 18:00,120,5,,5000,61,8,5,8,,,6,5,,,2500,8000,,,11.4,9.1,1010.2,1007,2
182,2019-03-03 19:00,110,6,,5000,61,8,5,8,,,6,5,,,2500,8000,,,11,9.3,1010.5,1007.3,1.5
182,2019-03-03 20:00,60,10,,6000,61,8,5,8,,,6,5,,,2500,8000,,,11.1,8.8,1010.5,1007.3,2.5
182,2019-03-03 21:00,20,11,,6000,61,8,2,5,8,,7,6,5,,1000,3000,8000,,10.8,8.6,1011.2,1008,1
182,2019-03-03 22:00,30,10,,6000,61,8,2,5,8,,7,6,5,,1300,3000,8000,,10.2,7.6,1011.2,1008,0
182,2019-03-03 23:00,40,10,,6000,61,8,2,5,8,,7,6,5,,1500,2500,8000,,10.2,6.4,1011.1,1007.9,0
182,2019-03-04 00:00,60,9,,10000,,8,5,8,,,6,5,,,3000,8000,,,10.4,6.4,1010.5,1007.3,0
182,2019-03-04 01:00,70,8,,10000,,8,5,8,,,6,5,,,2500,8000,,,10.1,6.2,1010.4,1007.2,
182,2019-03-04 02:00,80,7,,8000,61,8,2,6,8,,7,6,5,,1000,2500,8000,,9.7,6.8,1010.5,1007.3,.5
182,2019-03-04 03:00,20,10,,6000,61,8,2,6,8,,7,6,5,,1000,2500,8000,,9.2,5.3,1010.6,1007.4,.5
182,2019-03-04 04:00,20,8,,6000,61,8,2,6,8,,7,6,5,,1500,2500,8000,,9.1,4.1,1010.8,1007.6,.5
182,2019-03-04 05:00,350,8,,5000,61,8,2,6,8,,7,6,5,,1500,2500,8000,,8.7,6,1011.3,1008,.5
182,2019-03-04 06:00,360,11,,5000,61,8,2,6,8,,7,6,5,,1500,2500,8000,,8.6,5.2,1012.2,1008.9,0
182,2019-03-04 07:00,360,11,,5000,61,8,2,6,8,,7,6,5,,1500,3000,8000,,8.7,4.5,1013.1,1009.8,0
182,2019-03-04 08:00,10,8,,5000,61,8,2,6,8,,7,6,5,,1500,3000,8000,,8.6,4.3,1013.8,1010.5,.5
182,2019-03-04 09:00,350,5,,4000,60,8,2,6,8,,7,6,5,,1500,3000,8000,,8.9,4.1,1014.5,1011.2,0
182,2019-03-04 10:00,310,5,,3300,10,8,2,5,8,,7,6,4,,1000,3000,10000,,9.6,5.2,1015.3,1012,.5
182,2019-03-04 11:00,330,10,,2000,10,8,3,5,8,,7,6,4,,1000,2500,10000,,9.4,5.2,1015.8,1012.5,
182,2019-03-04 12:00,330,9,,2500,10,7,2,5,7,,7,6,3,,1000,2500,10000,,10.5,5,1016,1012.7,
182,2019-03-04 13:00,320,10,,3000,10,6,2,4,6,,7,6,0,,1000,2500,18000,,10.6,5.4,1015.6,1012.4,
182,2019-03-04 14:00,290,6,,3500,10,6,2,4,6,,7,6,0,,1000,2500,18000,,10.2,5.3,1016,1012.7,
182,2019-03-04 15:00,290,6,,3500,10,5,3,5,,,6,0,,,2500,18000,,,10.7,5.6,1016.3,1013.1,
182,2019-03-04 16:00,290,6,,3000,5,5,3,5,,,6,0,,,3000,18000,,,10.7,4.8,1016.5,1013.3,
182,2019-03-04 17:00,300,4,,3000,5,4,2,4,,,6,0,,,2500,18000,,,10.7,4.4,1017.1,1013.9,
182,2019-03-04 18:00,320,6,,3500,5,4,2,4,,,6,0,,,2500,18000,,,10.5,3.7,1017.8,1014.5,
182,2019-03-04 19:00,250,5,,3300,10,2,2,,,,6,,,,2500,,,,8.1,3.7,1019,1015.7,
182,2019-03-04 20:00,220,6,,3000,10,2,2,,,,6,,,,2500,,,,7.3,3.6,1019.7,1016.4,
182,2019-03-04 21:00,220,7,,3000,10,2,2,,,,6,,,,2500,,,,6.7,3.9,1020.6,1017.3,
182,2019-03-04 22:00,240,6,,2500,10,2,2,,,,6,,,,2500,,,,5.9,3,1021.1,1017.8,
182,2019-03-04 23:00,240,6,,2500,10,2,2,,,,6,,,,2500,,,,5.5,2.8,1021.2,1017.9,
182,2019-03-05 00:00,190,4,,3000,10,2,2,,,,6,,,,2500,,,,6.5,2.3,1021.4,1018.1,
182,2019-03-05 01:00,170,1,,3500,10,2,2,,,,6,,,,2500,,,,6.4,0,1021.9,1018.6,
182,2019-03-05 02:00,160,4,,3500,10,2,2,,,,6,,,,2500,,,,5.8,.4,1021.9,1018.6,
182,2019-03-05 03:00,160,5,,3500,10,2,2,,,,6,,,,2500,,,,5.3,-.3,1021.6,1018.3,
182,2019-03-05 04:00,130,4,,5000,10,2,2,,,,6,,,,2500,,,,5.7,-1.5,1021.5,1018.2,
182,2019-03-05 05:00,160,5,,5000,10,2,2,,,,6,,,,2500,,,,6.1,-.6,1021.3,1018,
182,2019-03-05 06:00,160,6,,5000,10,0,,,,,,,,,,,,,6.1,-2.5,1021.4,1018.1,
